Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source
Lemniscomys_rosalia,Rodentia,Muridae,Lemniscomys,rosalia,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,54.2,Reported,"Happold DCD (2013) Mammals of Africa, Volume III. Pp 449-451A. Monadjem . Lemniscomys rosalia.",NA,NA,Occurs on mainland,LC,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Lemniscomys_roseveari,Rodentia,Muridae,Lemniscomys,roseveari,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,60,Assumed isometric based on skull size,"Happold DCD (2013) Mammals of Africa, Volume III. Pp 451. Erik Van der Straeten . Lemniscomys roseveari",Lemniscomys_barbarus,"D. C. D. Happold . 2013. Lemniscomys barbarus. In: Mammals of Africa, Volume III (Ed. D. C. D. Happold). Bloomsbury Publishing, London. Pp 443-444",Occurs on mainland,DD,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Lemniscomys_striatus,Rodentia,Muridae,Lemniscomys,striatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,41.6,Reported,"Happold DCD (2013) Mammals of Africa, Volume III. Pp 452-453. D. C. D. Happold . Lemniscomys striatus",NA,NA,Occurs on mainland,LC,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Lemniscomys_zebra,Rodentia,Muridae,Lemniscomys,zebra,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,36.1,Reported,"Happold DCD (2013) Mammals of Africa, Volume III. Pp 454-455. D. C. D. Happold & Fritz Dieterlen . Lemniscomys zebra",NA,NA,Occurs on mainland,LC,No,90,0,10,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Lemur_catta,Primates,Lemuridae,Lemur,catta,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,2900,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Lenomys_meyeri,Rodentia,Muridae,Lenomys,meyeri,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,480,Reported,Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994),NA,NA,Occurs only on isolated islands,LC,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Lenothrix_canus,Rodentia,Muridae,Lenothrix,canus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,135,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,63,1,36,Imputed 000 Species,PHYLACINE 1.2
Lenoxus_apicalis,Rodentia,Cricetidae,Lenoxus,apicalis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,53.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,40,1,59,Imputed 000 Species,PHYLACINE 1.2
Leontopithecus_caissara,Primates,Callitrichidae,Leontopithecus,caissara,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,572,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,CR,No,50,0,50,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leontopithecus_chrysomelas,Primates,Callitrichidae,Leontopithecus,chrysomelas,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,700,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,50,0,50,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leontopithecus_chrysopygus,Primates,Callitrichidae,Leontopithecus,chrysopygus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,700,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,50,0,50,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leontopithecus_rosalia,Primates,Callitrichidae,Leontopithecus,rosalia,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,535.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,50,0,50,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leopardus_amnicola,Carnivora,Felidae,Leopardus,amnicola,1,0,0,0,Imputed,PHYLACINE 1.2,5e3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EP,Yes,0,100,0,Estimated Expert Species,"Smith, F. A., et al. 2016. Unraveling the consequences of the terminal Pleistocene megafauna extinction on mammal community assembly. Ecography 39:223-239."
Leopardus_colocolo,Carnivora,Felidae,Leopardus,colocolo,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3935,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leopardus_geoffroyi,Carnivora,Felidae,Leopardus,geoffroyi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3590,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leopardus_guigna,Carnivora,Felidae,Leopardus,guigna,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,2230,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leopardus_guttulus,Carnivora,Felidae,Leopardus,guttulus,1,0,0,0,Imputed,PHYLACINE 1.2,2674.2,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,VU,No,0,100,0,Imputed 000 Species,PHYLACINE 1.2
Leopardus_jacobita,Carnivora,Felidae,Leopardus,jacobita,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,9170,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leopardus_pardalis,Carnivora,Felidae,Leopardus,pardalis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,11900.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,16,81,3,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116."
Leopardus_tigrinus,Carnivora,Felidae,Leopardus,tigrinus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,2250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leopardus_wiedii,Carnivora,Felidae,Leopardus,wiedii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,100,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116."
Leopoldamys_ciliatus,Rodentia,Muridae,Leopoldamys,ciliatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,362.5,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Leopoldamys_diwangkarai,Rodentia,Muridae,Leopoldamys,diwangkarai,1,0,0,0,Imputed,PHYLACINE 1.2,336.5,Imputed,PHYLACINE 1.2,NA,NA,Occurs on large land bridge islands,DD,No,58,0,42,Imputed 000 Species,PHYLACINE 1.2
Leopoldamys_edwardsi,Rodentia,Muridae,Leopoldamys,edwardsi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,300,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,50,0,50,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leopoldamys_milleti,Rodentia,Muridae,Leopoldamys,milleti,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,410.8,Assumed isometric based on head-body length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Leopoldamys_ciliatus,Francis CM. A Guide to the Mammals of Southeast Asia (2008),Occurs on mainland,LC,No,80,0,20,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Leopoldamys_neilli,Rodentia,Muridae,Leopoldamys,neilli,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,219,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,50,0,50,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leopoldamys_sabanus,Rodentia,Muridae,Leopoldamys,sabanus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,338.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,50,0,50,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Leopoldamys_siporanus,Rodentia,Muridae,Leopoldamys,siporanus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,576,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,VU,No,50,0,50,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Lepilemur_aeeclis,Primates,Lepilemuridae,Lepilemur,aeeclis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,867.5,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,VU,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Lepilemur_ahmansonorum,Primates,Lepilemuridae,Lepilemur,ahmansonorum,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,610,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Lepilemur_ankaranensis,Primates,Lepilemuridae,Lepilemur,ankaranensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,750,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Lepilemur_betsileo,Primates,Lepilemuridae,Lepilemur,betsileo,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,1150,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Lepilemur_dorsalis,Primates,Lepilemuridae,Lepilemur,dorsalis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,855,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,VU,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Lepilemur_edwardsi,Primates,Lepilemuridae,Lepilemur,edwardsi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,877.5,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Lepilemur_fleuretae,Primates,Lepilemuridae,Lepilemur,fleuretae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,980,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,CR,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Lepilemur_grewcockorum,Primates,Lepilemuridae,Lepilemur,grewcockorum,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,780,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Lepilemur_hollandorum,Primates,Lepilemuridae,Lepilemur,hollandorum,1,0,0,0,Imputed,PHYLACINE 1.2,1e3,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Lepilemur_hubbardorum,Primates,Lepilemuridae,Lepilemur,hubbardorum,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,990,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,EN,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Lepilemur_jamesorum,Primates,Lepilemuridae,Lepilemur,jamesorum,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,780,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),NA,NA,Occurs only on isolated islands,CR,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
